trip_id,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,dropoff_census_tract,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,pickup_census_tract,pickup_community_area,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location
ff0f0c15cf4142a8cba49489e8e9b9d7f9a35482,222a0a55fe5180e292a8e128804e081fa50b05a0329775f9344b50ee230f23d12635ee6a2429af764d01221057af04260089849cfb0192fa29bfda38362ffad6,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1436.0,18.37,17031081403.0,8.0,45.25,7.46,0.0,4.0,57.21,Credit Card,Flash Cab,41.890922026,-87.618868355,"{'type': 'Point', 'coordinates': [-87.6188683546, 41.8909220259]}",,,,,
fc055c0a9931c4aa9e25e34fc33a06f15f022635,8b292c0373fed1bf25c7fd6402d9a41b5686f3527fc49cec4382719e657e9074fa2d10e7e17c25d61ed964a7d65222ef13f063fabc702f44cfa994102b1bcf20,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1351.0,17.19,17031081800.0,8.0,42.25,7.09,0.0,4.5,54.34,Credit Card,Flash Cab,41.89321636,-87.63784421,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",17031980000.0,76.0,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}"
fb5470db3139d8d5cb2129f607db20bb8d15f366,206b0dc07ac130c4a4d5e85e652f1f1f466b99a76e9aa732ca54ae4f3d4d7f1ad2ff297e698eaebaf920930da61368f0d8b55fea69c2e803976967e8c4a7a64a,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1500.0,14.2,,6.0,36.25,8.15,0.0,4.0,48.9,Credit Card,Medallion Leasin,41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
f7b27f15d4b0d961f231ba2d9f45de958acc495f,451d7c5b2e7cb5e9d95308fe88262b5c32559a595b5aac5c759724d602fca61150bf5f236855e41c27b9a44968ee07baa1294f0d873cf0d955329a343fca9b97,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1257.0,8.87,,,24.5,7.25,0.0,4.0,36.25,Credit Card,Chicago Carriage Cab Corp,,,,,56.0,41.79259236,-87.769615453,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}"
f6e49a53ab4a52657e743ea8774d01c7991b9f52,4f4cae403660ec4c1e2e3b03128bd7a5af139619e3e513246c1a45c19a9d2a04bf8831972ebde690feedb335deba34acfba89ebada6a6101b1c1e32e58ba8e7a,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,300.0,0.0,,8.0,6.0,2.0,0.0,1.0,9.0,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",,8.0,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}"
f4930c020f3a0e01db8596818a0bb6bf1f53d206,ced3d3cb07284c38669bf0685770b160c7ad8a09b41644ef2d997f6fbe0d5e5186c79ea741db5eef1aa1ee21b0186416102b7dc44d7981fc761a20e3ff98dce6,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,60.0,0.0,17031980000.0,76.0,3.5,0.0,0.0,0.0,3.5,Cash,Chicago Medallion Management,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",17031980000.0,76.0,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}"
f3d47fcd7e689d2417ca73b2d301eff05590c59d,285bd82de8221df52ae09a952244bb6777219fe49136f59bc9110d6309deb353b0dcfffb2b48d7d60a1d3bd32ebde3c90ead6ef94cbbc8f6ccc7e2eb26677b21,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1508.0,12.82,,4.0,32.75,5.0,0.0,4.0,42.25,Credit Card,Sun Taxi,41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.6875155152, 41.9751709433]}",,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
f29130adcc833090193bdf1bc26d4258e4db3ecd,f55addae8ca796ec4b405f2aff2b703fa3e84d285bf4c15ffe84f53e6abd8c4acd7dacad001d0ed5d0bd1e011d748cdf531e486ba50cd50cbd6ad1dafb5705b1,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,420.0,0.0,,32.0,6.75,0.0,0.0,0.0,6.75,Cash,Taxi Affiliation Services,41.878865584,-87.625192142,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",,8.0,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}"
f1d7b52a4ba4327e8185537df21c86103a5741e4,3a7abc9f1cdbcb82d1ea42811f112bdba8686471ce99615268c020eb9525445eee6acf5e7ab3a21a3a3544e29470db6f853213e33bb725247cba6fc0fc91d5e2,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,480.0,0.0,17031770700.0,,11.0,0.0,0.0,5.0,16.0,Cash,"Taxicab Insurance Agency, LLC",41.982775009,-87.8773054,"{'type': 'Point', 'coordinates': [-87.8773053996, 41.9827750091]}",17031980000.0,76.0,41.97907082,-87.903039661,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}"
f0112c8c5c53d8c82b5c59af124b286db4b61926,e0bbc5ebabf1a48bc6b8dd0734576d956effcda6dd43887fdb86d018510f1ef79748423421436f2c4893f9da1b0a95302a6a12f02357fcb91a5b17703262ba17,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1412.0,11.61,,,30.5,0.0,0.0,5.0,35.5,Cash,Nova Taxi Affiliation Llc,,,,,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
ed8b2cc6f287fda9f66659af14ec66da3679b9e7,13ffcb0e6d5abe05e85340993156c3cfda2e4bbbd6d9e313efd996bfc1b1bdb0f33f92b97562357665f300c71f2ae7a53172a69731e5d554c7eae3054e69eb59,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,174.0,0.26,17031081600.0,8.0,4.0,1.0,0.0,1.0,6.5,Credit Card,Flash Cab,41.892072635,-87.628874157,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",17031839100.0,32.0,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}"
ed46c51a7e86f6b8cfd3a30838f4a4307addee8d,22b403ba1c4de25cb19049e9c08b6d1339a9eea3ec06f9bad7bca4f17a7ce1b237f980cc925abad84ec75963637c6c4c517ef5319e0db76ad7046e28f43ff9cf,2019-10-31T00:00:00.000,2019-10-31T00:30:00.000,1485.0,14.76,,8.0,37.25,10.44,0.0,4.0,52.19,Credit Card,Flash Cab,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",,56.0,41.79259236,-87.769615453,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}"
ecf8befb3471890cc939819a59f365a8547321e3,01cda9c2246fc6ea379c9b7aaa51bfa77e7bb4a7260d7fa7b31751b00f582c55195bdb4c847f95551951bc0e5c6baa2b69fd180479b098b4afc2cbdd90737a9e,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,540.0,1.5,17031839100.0,32.0,7.5,2.0,0.0,0.0,9.5,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",17031081500.0,8.0,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}"
eca5baa6f8e62832f19d7ab12bbe63f10f06d564,94a17944c1f6a3541b61ee5b6aa5d7e173e19494e7ca97c9fb9028ee0c88063772cced2dfb5a492166a7979469ee222e5f95071bd9cba95f486d96e059e192f5,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1445.0,13.1,,4.0,33.5,7.6,0.0,4.0,45.6,Credit Card,City Service,41.975170943,-87.687515515,"{'type': 'Point', 'coordinates': [-87.6875155152, 41.9751709433]}",,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
ead4c71f59c9e6cd0f590f992bda15dc0fd2bf14,ae8435201d63b676fff3bcd0d63c45e0f88e32240e0c5c9915a788a3aaad250da447aae88185ebb5f50faefcfadb206d5115a8dccd16053281f34c7774a39ad3,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,600.0,2.4,17031080201.0,8.0,9.5,0.0,0.0,0.0,9.5,Cash,Taxi Affiliation Services,41.909495669,-87.630963601,"{'type': 'Point', 'coordinates': [-87.630963601, 41.9094956686]}",17031281900.0,28.0,41.879255084,-87.642648998,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}"
ea222e5e8741c023e67edfbb75d7c3ec4ab89a6a,3ab5300e6e7ee5a0f90b99ed2b65f3c37a9646941142800dc958874579300a5900f3f2437fd531d0468e9ec3cd611c87a27eacb39997038128635c257cf95e22,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,106.0,0.56,,32.0,4.5,0.0,0.0,0.0,4.5,Cash,City Service,41.878865584,-87.625192142,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",,32.0,41.878865584,-87.625192142,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}"
e8e6404fcb7ffa3da449223ccd9b7ef77580c1be,66347797d58406c5c5912f7c446b4fbfd5add444ce5b3ce4ac0fd5142b1515578b1ab4cba38465ef8bf685b1d95d4abeef6837f6b51c0ffc8926525613e09f36,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,600.0,0.0,17031080201.0,8.0,9.25,0.0,0.0,0.0,9.25,Cash,Taxi Affiliation Services,41.909495669,-87.630963601,"{'type': 'Point', 'coordinates': [-87.630963601, 41.9094956686]}",17031839100.0,32.0,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}"
e8578054984b1f17c048b57a1a3be3c241178268,c26dee3edb5d4bce731d586ef40b399162a1c3a05cb5bb035e148b89a986a90612bb81bfe1745453c85fe7ae4a859e566611067e2fb730da1c1e5ce92674dd2d,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,983.0,13.84,,,34.5,0.0,0.0,5.5,40.0,Cash,Sun Taxi,,,,,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
e61403687ff061d2b2a75afa2253116771615050,d899402f96aeec3adabbee95f3a99aba9ade0e0b5c1d9375fade5d3f588cf54b8ecaaba08da5979724cc81ff64f102696373883acd65b6c2fdf20fe50a09b542,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,205.0,0.9,17031281900.0,28.0,5.25,0.0,0.0,1.0,6.25,Cash,City Service,41.879255084,-87.642648998,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",17031833000.0,28.0,41.88528132,-87.6572332,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}"
e3f3d2010a8ae1246ff01c6c20a22b5dc6c55eb1,f3161de24ef5c0a540569aea33d24ab0cab8d0f562bff777607ca8bcff9822a9b66ec17c08e9874774abe1f8912270a7e0765f54cf5970d076af38d0ff9a019e,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,660.0,4.6,,,14.25,5.6,0.0,4.0,23.85,Credit Card,Taxi Affiliation Services,,,,,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
e2dff10ea2a34d08b93b226ca73a7842388d2db9,366e6c5608c0c3c48ff268828574f12a90ea41f5b667f97d6c6439c475e36ea8e420bc104fc478426a5739cd16824bb800f4a196e5d11884dfb585e43d359f51,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1288.0,11.0,,,29.0,9.88,1.9,18.0,59.28,Credit Card,Medallion Leasin,,,,,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
e2a22c5f4a6dff032f2414374b8d18dbbe5b634f,e04a00c6bf11556030249fc4eab532944033c0fde8c512fccc34caf1cf64929ad8b24a84508d9ea2becc5f64ebb66a22ede9fd11a9748d9f1f2e873e492abe5b,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,780.0,4.1,,19.0,13.5,0.0,0.0,0.0,13.5,Cash,Taxi Affiliation Services,41.927260956,-87.765501609,"{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",,11.0,41.978829526,-87.771166703,"{'type': 'Point', 'coordinates': [-87.771166703, 41.9788295262]}"
e0d590e61e9e7b40d7a74b22abf99ffd3d32ec4a,4cf389626b3d1df35aef815a964571fd5ea7dddda01e56057b88ec6a8b80e20d5d9eb27e67fd25923feefbbf684cc9e003f51498d9dafbf7eb9c062415af5d8b,2019-10-31T00:00:00.000,2019-10-31T00:30:00.000,1240.0,10.04,,43.0,27.0,0.0,0.0,0.0,27.0,Prcard,Flash Cab,41.761577908,-87.572781987,"{'type': 'Point', 'coordinates': [-87.5727819867, 41.7615779081]}",,28.0,41.874005383,-87.66351755,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}"
e0c3cf27bb13bebe3dc691ff923c77bfc1a5e124,bc9f0521b68daec76fdff578445175b5afccf1701a34b0c54013555c56a1a42982fb8fdc2a5ad0e8cabbe067601a20f8df18f64883efddca7d1b686169f16e72,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,1092.0,12.71,,,32.0,7.3,0.0,4.0,43.8,Mobile,Flash Cab,,,,,,,,
df6a8ab6f4e1561f99c55afd3f1fc1c4b0094c40,1249594d6e0c09060fa37f6e8a22ec1f59786f0322fe9f18518494528920ffa36d4c48ad42478411e137fd42250fcb2590c62498f62495a0dce6d14d37631397,2019-10-31T00:00:00.000,2019-10-31T00:30:00.000,1500.0,15.7,,6.0,39.5,13.15,0.0,4.0,56.65,Credit Card,Taxi Affiliation Services,41.944226601,-87.655998182,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
df581f6a98d10a2aaa604897ea535cb86fd7f162,acad560bbc140c4015f4685c6559c93b61ccaf0f7d80143fa408d25169652c7b861a3be42e8fbcb91cac8da7e691489626884bc2bab1ae6015710cde1eab4e3f,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,324.0,1.47,,,6.75,0.0,0.0,0.0,6.75,Cash,Flash Cab,,,,,2.0,42.001571027,-87.695012589,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}"
de9597c0257a4ff36a0868873d65ff155ded2da4,99c4682167a731b8fb229720c27d36b90990f69492b6b38c4bc1011c7f4cb0f94459490ec3f333b95d67cc0750a0c9b9f66077d8fafc208768a2570b05bcf8f4,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,360.0,0.0,,8.0,6.25,1.25,0.0,0.0,7.5,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",,8.0,41.899602111,-87.633308037,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}"
ddcd4c441326f7f020a9c6ee5378df55ad62e583,195a4d0fc8a42120eb8da00caf7ca6cd72d89d54f24794aad22306e8fade8f595c8c7cda0484df10188a63c7504a219e9bdfc1a10b33ee3e264519797a5faab9,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,840.0,0.1,17031071500.0,7.0,10.25,2.35,0.0,1.5,14.1,Credit Card,Taxi Affiliation Services,41.914616286,-87.631717366,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",17031081700.0,8.0,41.892042136,-87.63186395,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}"
ddc977d2d7b7f44be7278f2e2f65e1771df9af78,4f1e94982e6851725add382f7981d64006ae7c38f3664f6575ef12ab44c1c6af6e02524b142e95c1d10974f66b6a2eda0d332643b01607e2ca3ff2a7241f6dee,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,540.0,2.1,17031330100.0,33.0,9.0,0.0,0.0,0.0,9.0,Cash,City Service,41.859349715,-87.617358006,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",17031839100.0,32.0,41.880994471,-87.632746489,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}"
dca9c4505035d78e3370db6d7c3c17401dec3cfc,cfee0ed5f6fc991e0676185e33e05756684b245a257633a92796dce005da097898c2df09c21e8b825f8a183b15e9194d7138feaebb6de8d7b35b95575e7d828e,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,360.0,0.0,17031081500.0,8.0,5.75,0.0,0.0,1.5,7.25,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",17031081201.0,8.0,41.899155613,-87.626210532,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}"
daf383f92501f8ea1f115694e861e293b170e87f,45fb85f9decb793ef2508e29d25b0e869cd852fb613170bf7dc7359cba4e75c772d672da83fc77585c97a248f59404ddec811254ea4868df4c983bb173fec5da,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,203.0,0.45,17031081500.0,8.0,4.5,2.0,0.0,1.0,8.0,Credit Card,Sun Taxi,41.892507781,-87.626214906,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",17031081600.0,8.0,41.892072635,-87.628874157,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}"
daacdd5d24710106fc23693e9bf76ac8904f0320,c0719cf3e0ca6acb2e23028e0ec324847f2679aa0dbd2977aa42953ff9dca2262d07d38e13a0239256668fbe4e1f5412360e76ca6dfc1336fd196599f17a3d1f,2019-10-31T00:00:00.000,2019-10-31T00:15:00.000,420.0,3.1,,,10.25,0.0,0.0,4.0,14.25,Cash,Medallion Leasin,,,,,76.0,41.980264315,-87.913624596,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}"
d9f298f71ae848767397db04feda20190c3069df,93502288be804bfc4398d5811edafef2da2f57aa7fab00269cdae44a2620df012e672347d10925f0a2887d94e8fcb68777e19357d546edd7d5992825394fa6d5,2019-10-31T00:00:00.000,2019-10-31T00:00:00.000,360.0,2.3,,31.0,8.5,2.0,0.0,0.0,10.5,Credit Card,"Taxicab Insurance Agency, LLC",41.850266366,-87.667569312,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}",,28.0,41.874005383,-87.66351755,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}"
